Build ./bin/ssvnode
Build ./config/config.yaml
Build 
Command --config=./config/config.yaml --share-config=./config/share4.yaml
Running node on address: 84.110.33.146)
2022-09-08T15:38:02.077645Z	[35mDEBUG[0m	msgqueue/queue.go:122	message added to queue	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "pubKey": "855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e1271", "node_id": 4, "role": "ATTESTER", "read mode": false, "who": "msg_q", "indices": [{"Name":"signed_index","Mt":0,"ID":"855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e127100000000","H":12,"S":0,"Cmt":3}]}
2022-09-08T15:38:02.077750Z	[35mDEBUG[0m	msgqueue/queue.go:122	message added to queue	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "pubKey": "855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e1271", "node_id": 4, "role": "ATTESTER", "read mode": false, "who": "msg_q", "indices": [{"Name":"signed_index","Mt":0,"ID":"855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e127100000000","H":12,"S":0,"Cmt":3}]}
2022-09-08T15:38:02.077768Z	[34mINFO[0m	controller/controller_change_round.go:51	successfully loaded change round messages from storage into queue	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "pubKey": "855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e1271", "node_id": 4, "role": "ATTESTER", "read mode": false, "msgs": {"1":7,"2":7,"3":7,"4":7}}
2022-09-08T15:38:02.083220Z	[35mDEBUG[0m	operator/node.go:241	reporting operators	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "count": 500}
2022-09-08T15:38:02.083262Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "27ab013ff1ef1ad92eaa53ef51ac59b3860184dd7b8af61cef0d7a38bec1154f", "name": "BloxStaking1", "index": 1}
2022-09-08T15:38:02.083278Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "c44b9f9c264d60a0b99797e03328044cba9a91af16a380f6f2ae155a6d6dff03", "name": "OlegIsAsook", "index": 10}
2022-09-08T15:38:02.083313Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "376028a9b79258347cc7e9c8b11e622eb1d79d860a8bb9594916101cfde6a8a1", "name": "Laine", "index": 100}
2022-09-08T15:38:02.083327Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "9a1f6a90f678938659ec28b3d15a134d67da116b612749507abe828049dfdde6", "name": "operator", "index": 101}
2022-09-08T15:38:02.083342Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "7887b70365d50892d36d92f9849fd416af152840505a10f753420191968fb154", "name": "Zuka", "index": 102}
2022-09-08T15:38:02.083354Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "3a2b71ab3600caac97f64ccbad281c58a95060ee4511e1abfd41236a1bf94cc2", "name": "LiverSSV", "index": 103}
2022-09-08T15:38:02.083365Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "2372aa16da321d47cf626fa43f4d992866ec4ed09c56b27707e74b8b9a3c81c2", "name": "ndssv", "index": 104}
2022-09-08T15:38:02.083381Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "7089a34adad622e277fea6627959772906eccedc81e662f00da58b26522fd528", "name": "pa1amar", "index": 105}
2022-09-08T15:38:02.083394Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "6725a87ca771c715aa47c229702470dee8c08d624d94278712d48f33a3400db9", "name": "hackworth", "index": 106}
2022-09-08T15:38:02.083406Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "1f4c455f9368a5032edabfc0e0d9c8a01985b94b8248eee8f40d2c20199a4ad0", "name": "NODERUNNER", "index": 107}
2022-09-08T15:38:02.083421Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "9b26e5b55513bf1924569e52c7e669a75039344acdc16a783563589a8dc3451d", "name": "DappNodeHackworth", "index": 108}
2022-09-08T15:38:02.083433Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "58fefc55d8e448a1efd9ad5ce3295aefa2b78497ed4d86a4d25666d9a5282335", "name": "CryptoRussel", "index": 109}
2022-09-08T15:38:02.083444Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "205b912273cf69a5baebfc8e50faf998934a4ec3df246a72efd44373c3b0190f", "name": "TestOperator", "index": 11}
